station_m,depth_m,rho_ohm_m
28.2,2.5,144.4
33.8,2.5,143.1
39.5,2.5,143.1
45.1,2.5,160.3
50.8,2.5,137.3
56.4,2.5,143.1
62.1,2.5,142.8
67.7,2.5,141.7
73.3,2.5,134.4
79.0,2.5,103.0
84.6,2.5,74.7
90.3,2.5,57.5
95.9,2.5,34.0
101.5,2.5,20.0
107.2,2.5,20.0
112.8,2.5,20.0
118.5,2.5,20.0
124.1,2.5,22.3
129.7,2.5,64.0
135.4,2.5,82.2
141.0,2.5,114.1
146.7,2.5,129.0
152.3,2.5,144.3
157.9,2.5,147.1
163.6,2.5,168.3
169.2,2.5,160.9
174.9,2.5,161.3
180.5,2.5,133.2
186.2,2.5,146.8
191.8,2.5,144.7
197.4,2.5,153.8
203.1,2.5,131.3
208.7,2.5,159.0
214.4,2.5,158.1
220.0,2.5,139.1
0.0,3.8,149.3
5.6,3.8,150.7
11.3,3.8,157.5
16.9,3.8,162.2
22.6,3.8,173.5
28.2,3.8,155.5
33.8,3.8,163.2
39.5,3.8,158.3
45.1,3.8,171.0
50.8,3.8,162.4
56.4,3.8,166.3
62.1,3.8,144.1
67.7,3.8,145.7
73.3,3.8,130.2
79.0,3.8,131.4
84.6,3.8,99.3
90.3,3.8,59.6
95.9,3.8,24.0
101.5,3.8,20.0
107.2,3.8,20.0
112.8,3.8,20.0
118.5,3.8,20.0
124.1,3.8,47.4
129.7,3.8,60.0
135.4,3.8,89.6
141.0,3.8,110.0
146.7,3.8,126.1
152.3,3.8,151.4
157.9,3.8,159.6
163.6,3.8,155.5
169.2,3.8,159.2
174.9,3.8,157.8
180.5,3.8,158.2
186.2,3.8,144.9
191.8,3.8,153.4
197.4,3.8,158.0
203.1,3.8,150.9
208.7,3.8,153.3
214.4,3.8,150.6
220.0,3.8,154.4
0.0,5.0,172.9
5.6,5.0,162.8
11.3,5.0,164.8
16.9,5.0,172.6
22.6,5.0,171.2
28.2,5.0,179.6
33.8,5.0,149.3
39.5,5.0,172.9
45.1,5.0,162.0
50.8,5.0,166.5
56.4,5.0,171.0
62.1,5.0,170.3
67.7,5.0,164.4
73.3,5.0,146.8
79.0,5.0,140.9
84.6,5.0,100.2
90.3,5.0,69.0
95.9,5.0,41.9
101.5,5.0,20.0
107.2,5.0,20.0
112.8,5.0,20.0
118.5,5.0,23.2
124.1,5.0,35.3
129.7,5.0,67.1
135.4,5.0,103.8
141.0,5.0,133.9
146.7,5.0,140.8
152.3,5.0,159.1
157.9,5.0,161.5
163.6,5.0,177.3
169.2,5.0,160.1
174.9,5.0,174.2
180.5,5.0,160.9
186.2,5.0,158.4
191.8,5.0,160.4
197.4,5.0,156.6
203.1,5.0,167.2
208.7,5.0,174.3
214.4,5.0,167.4
220.0,5.0,171.1
0.0,6.2,189.2
5.6,6.2,178.3
11.3,6.2,177.7
16.9,6.2,174.0
22.6,6.2,163.3
28.2,6.2,182.2
33.8,6.2,162.1
39.5,6.2,181.3
45.1,6.2,175.9
50.8,6.2,184.6
56.4,6.2,173.9
62.1,6.2,165.3
67.7,6.2,169.2
73.3,6.2,151.5
79.0,6.2,137.3
84.6,6.2,113.9
90.3,6.2,80.7
95.9,6.2,46.2
101.5,6.2,20.0
107.2,6.2,20.0
112.8,6.2,20.0
118.5,6.2,20.0
124.1,6.2,38.1
129.7,6.2,90.8
135.4,6.2,123.8
141.0,6.2,123.1
146.7,6.2,157.1
152.3,6.2,165.3
157.9,6.2,163.5
163.6,6.2,178.7
169.2,6.2,171.9
174.9,6.2,161.8
180.5,6.2,174.0
186.2,6.2,175.0
191.8,6.2,177.0
197.4,6.2,166.3
203.1,6.2,181.1
208.7,6.2,182.1
214.4,6.2,167.0
220.0,6.2,170.9
0.0,7.5,186.5
5.6,7.5,182.7
11.3,7.5,201.1
16.9,7.5,188.9
22.6,7.5,179.1
28.2,7.5,180.9
33.8,7.5,186.7
39.5,7.5,205.5
45.1,7.5,185.6
50.8,7.5,187.6
56.4,7.5,189.7
62.1,7.5,182.7
67.7,7.5,196.0
73.3,7.5,163.5
79.0,7.5,157.2
84.6,7.5,128.4
90.3,7.5,101.5
95.9,7.5,54.4
101.5,7.5,49.9
107.2,7.5,20.0
112.8,7.5,20.0
118.5,7.5,28.2
124.1,7.5,58.0
129.7,7.5,101.1
135.4,7.5,135.0
141.0,7.5,157.3
146.7,7.5,177.5
152.3,7.5,183.4
157.9,7.5,183.3
163.6,7.5,192.2
169.2,7.5,191.3
174.9,7.5,186.2
180.5,7.5,192.9
186.2,7.5,197.5
191.8,7.5,189.1
197.4,7.5,184.3
203.1,7.5,192.9
208.7,7.5,202.4
214.4,7.5,185.5
220.0,7.5,186.5
0.0,8.8,197.9
5.6,8.8,208.7
11.3,8.8,184.3
16.9,8.8,201.9
22.6,8.8,208.5
28.2,8.8,192.4
33.8,8.8,210.9
39.5,8.8,203.2
45.1,8.8,194.4
50.8,8.8,200.0
56.4,8.8,185.1
62.1,8.8,190.5
67.7,8.8,204.7
73.3,8.8,173.6
79.0,8.8,180.0
84.6,8.8,142.0
90.3,8.8,122.0
95.9,8.8,83.7
101.5,8.8,39.1
107.2,8.8,37.1
112.8,8.8,43.2
118.5,8.8,47.8
124.1,8.8,72.6
129.7,8.8,117.0
135.4,8.8,137.4
141.0,8.8,151.7
146.7,8.8,175.3
152.3,8.8,197.0
157.9,8.8,191.3
163.6,8.8,204.9
169.2,8.8,210.6
174.9,8.8,199.0
180.5,8.8,189.9
186.2,8.8,188.5
191.8,8.8,198.7
197.4,8.8,206.0
203.1,8.8,201.1
208.7,8.8,203.3
214.4,8.8,195.4
220.0,8.8,201.4
0.0,10.0,207.6
5.6,10.0,208.7
11.3,10.0,201.0
16.9,10.0,198.8
22.6,10.0,207.5
28.2,10.0,202.5
33.8,10.0,203.7
39.5,10.0,216.7
45.1,10.0,210.3
50.8,10.0,234.1
56.4,10.0,217.3
62.1,10.0,202.7
67.7,10.0,209.5
73.3,10.0,197.6
79.0,10.0,175.0
84.6,10.0,168.7
90.3,10.0,127.5
95.9,10.0,81.2
101.5,10.0,87.9
107.2,10.0,62.5
112.8,10.0,79.4
118.5,10.0,76.3
124.1,10.0,96.2
129.7,10.0,146.0
135.4,10.0,151.2
141.0,10.0,182.1
146.7,10.0,206.3
152.3,10.0,204.1
157.9,10.0,207.1
163.6,10.0,210.7
169.2,10.0,217.5
174.9,10.0,204.7
180.5,10.0,216.2
186.2,10.0,215.9
191.8,10.0,230.0
197.4,10.0,208.6
203.1,10.0,204.0
208.7,10.0,217.2
214.4,10.0,208.2
220.0,10.0,213.6
0.0,11.2,225.3
5.6,11.2,233.5
11.3,11.2,218.9
16.9,11.2,223.5
22.6,11.2,203.8
28.2,11.2,217.1
33.8,11.2,236.5
39.5,11.2,218.7
45.1,11.2,218.4
50.8,11.2,214.0
56.4,11.2,227.6
62.1,11.2,222.4
67.7,11.2,207.5
73.3,11.2,214.7
79.0,11.2,198.8
84.6,11.2,184.3
90.3,11.2,149.8
95.9,11.2,143.8
101.5,11.2,111.6
107.2,11.2,94.9
112.8,11.2,91.7
118.5,11.2,106.4
124.1,11.2,136.7
129.7,11.2,152.7
135.4,11.2,186.9
141.0,11.2,201.3
146.7,11.2,220.1
152.3,11.2,223.5
157.9,11.2,220.5
163.6,11.2,207.7
169.2,11.2,226.1
174.9,11.2,230.4
180.5,11.2,225.5
186.2,11.2,228.6
191.8,11.2,220.4
197.4,11.2,221.2
203.1,11.2,216.7
208.7,11.2,235.1
214.4,11.2,225.5
220.0,11.2,220.3
0.0,12.5,226.8
5.6,12.5,236.2
11.3,12.5,249.0
16.9,12.5,241.2
22.6,12.5,231.7
28.2,12.5,248.9
33.8,12.5,248.9
39.5,12.5,245.3
45.1,12.5,243.7
50.8,12.5,246.3
56.4,12.5,240.7
62.1,12.5,240.9
67.7,12.5,224.9
73.3,12.5,236.5
79.0,12.5,215.4
84.6,12.5,213.6
90.3,12.5,160.8
95.9,12.5,160.9
101.5,12.5,144.4
107.2,12.5,122.9
112.8,12.5,129.3
118.5,12.5,142.6
124.1,12.5,159.9
129.7,12.5,172.8
135.4,12.5,196.3
141.0,12.5,221.7
146.7,12.5,234.8
152.3,12.5,232.0
157.9,12.5,235.3
163.6,12.5,238.0
169.2,12.5,245.4
174.9,12.5,228.9
180.5,12.5,226.8
186.2,12.5,238.5
191.8,12.5,228.6
197.4,12.5,232.8
203.1,12.5,238.2
208.7,12.5,241.3
214.4,12.5,228.9
220.0,12.5,243.9
0.0,13.8,236.9
5.6,13.8,255.4
11.3,13.8,238.4
16.9,13.8,240.9
22.6,13.8,256.2
28.2,13.8,247.8
33.8,13.8,244.7
39.5,13.8,247.5
45.1,13.8,254.7
50.8,13.8,250.3
56.4,13.8,249.9
62.1,13.8,257.2
67.7,13.8,240.0
73.3,13.8,236.3
79.0,13.8,226.5
84.6,13.8,226.4
90.3,13.8,207.7
95.9,13.8,191.5
101.5,13.8,165.0
107.2,13.8,154.8
112.8,13.8,162.8
118.5,13.8,162.1
124.1,13.8,187.9
129.7,13.8,205.5
135.4,13.8,211.5
141.0,13.8,230.0
146.7,13.8,239.1
152.3,13.8,259.6
157.9,13.8,269.4
163.6,13.8,249.3
169.2,13.8,250.8
174.9,13.8,232.7
180.5,13.8,252.7
186.2,13.8,251.0
191.8,13.8,242.5
197.4,13.8,257.4
203.1,13.8,238.5
208.7,13.8,249.3
214.4,13.8,252.2
220.0,13.8,241.1
0.0,15.0,271.8
5.6,15.0,273.4
11.3,15.0,253.8
16.9,15.0,253.7
22.6,15.0,269.7
28.2,15.0,264.7
33.8,15.0,255.2
39.5,15.0,262.5
45.1,15.0,264.0
50.8,15.0,263.5
56.4,15.0,270.8
62.1,15.0,266.0
67.7,15.0,274.6
73.3,15.0,266.8
79.0,15.0,253.5
84.6,15.0,245.3
90.3,15.0,233.0
95.9,15.0,212.6
101.5,15.0,184.0
107.2,15.0,193.0
112.8,15.0,186.7
118.5,15.0,206.7
124.1,15.0,207.7
129.7,15.0,226.6
135.4,15.0,239.3
141.0,15.0,261.5
146.7,15.0,257.2
152.3,15.0,258.3
157.9,15.0,265.4
163.6,15.0,260.6
169.2,15.0,265.9
174.9,15.0,264.8
180.5,15.0,267.1
186.2,15.0,280.3
191.8,15.0,261.7
197.4,15.0,265.2
203.1,15.0,263.3
208.7,15.0,270.3
214.4,15.0,255.5
220.0,15.0,259.4
0.0,16.2,278.7
5.6,16.2,283.4
11.3,16.2,278.6
16.9,16.2,275.0
22.6,16.2,272.1
28.2,16.2,283.1
33.8,16.2,290.5
39.5,16.2,281.6
45.1,16.2,280.4
50.8,16.2,282.3
56.4,16.2,270.8
62.1,16.2,274.9
67.7,16.2,273.3
73.3,16.2,274.0
79.0,16.2,265.1
84.6,16.2,246.4
90.3,16.2,253.6
95.9,16.2,245.7
101.5,16.2,219.3
107.2,16.2,218.4
112.8,16.2,217.3
118.5,16.2,227.7
124.1,16.2,220.3
129.7,16.2,257.5
135.4,16.2,252.4
141.0,16.2,275.4
146.7,16.2,272.3
152.3,16.2,272.3
157.9,16.2,276.3
163.6,16.2,285.5
169.2,16.2,271.9
174.9,16.2,275.9
180.5,16.2,275.1
186.2,16.2,265.3
191.8,16.2,289.4
197.4,16.2,283.6
203.1,16.2,278.8
208.7,16.2,288.3
214.4,16.2,271.3
220.0,16.2,278.4
0.0,17.5,307.1
5.6,17.5,301.1
11.3,17.5,275.4
16.9,17.5,266.6
22.6,17.5,284.9
28.2,17.5,301.7
33.8,17.5,289.5
39.5,17.5,291.5
45.1,17.5,298.1
50.8,17.5,286.0
56.4,17.5,294.5
62.1,17.5,298.3
67.7,17.5,294.1
73.3,17.5,290.6
79.0,17.5,277.6
84.6,17.5,279.3
90.3,17.5,262.6
95.9,17.5,266.7
101.5,17.5,268.3
107.2,17.5,236.9
112.8,17.5,225.4
118.5,17.5,244.4
124.1,17.5,259.2
129.7,17.5,274.4
135.4,17.5,283.8
141.0,17.5,276.2
146.7,17.5,281.1
152.3,17.5,300.5
157.9,17.5,283.3
163.6,17.5,301.5
169.2,17.5,291.3
174.9,17.5,299.3
180.5,17.5,298.9
186.2,17.5,299.5
191.8,17.5,299.8
197.4,17.5,285.3
203.1,17.5,295.6
208.7,17.5,293.4
214.4,17.5,295.7
220.0,17.5,303.1
0.0,18.8,305.5
5.6,18.8,301.9
11.3,18.8,301.8
16.9,18.8,305.1
22.6,18.8,313.7
28.2,18.8,301.1
33.8,18.8,316.9
39.5,18.8,309.9
45.1,18.8,305.8
50.8,18.8,296.8
56.4,18.8,309.2
62.1,18.8,312.2
67.7,18.8,291.3
73.3,18.8,312.7
79.0,18.8,312.5
84.6,18.8,296.4
90.3,18.8,290.6
95.9,18.8,298.4
101.5,18.8,282.4
107.2,18.8,261.6
112.8,18.8,268.7
118.5,18.8,271.3
124.1,18.8,277.9
129.7,18.8,267.7
135.4,18.8,299.8
141.0,18.8,294.2
146.7,18.8,304.5
152.3,18.8,304.4
157.9,18.8,313.6
163.6,18.8,304.9
169.2,18.8,301.1
174.9,18.8,311.9
180.5,18.8,318.9
186.2,18.8,305.1
191.8,18.8,318.6
197.4,18.8,309.7
203.1,18.8,303.4
208.7,18.8,319.8
214.4,18.8,301.1
220.0,18.8,315.7
0.0,20.0,318.2
5.6,20.0,325.7
11.3,20.0,312.3
16.9,20.0,315.4
22.6,20.0,330.7
28.2,20.0,323.6
33.8,20.0,322.4
39.5,20.0,318.6
45.1,20.0,325.7
50.8,20.0,310.9
56.4,20.0,312.9
62.1,20.0,320.2
67.7,20.0,313.8
73.3,20.0,313.2
79.0,20.0,315.3
84.6,20.0,310.6
90.3,20.0,304.6
95.9,20.0,314.0
101.5,20.0,303.9
107.2,20.0,302.8
112.8,20.0,292.7
118.5,20.0,291.7
124.1,20.0,289.0
129.7,20.0,303.6
135.4,20.0,295.0
141.0,20.0,311.2
146.7,20.0,324.9
152.3,20.0,333.5
157.9,20.0,329.1
163.6,20.0,315.0
169.2,20.0,326.0
174.9,20.0,315.8
180.5,20.0,328.7
186.2,20.0,321.2
191.8,20.0,329.0
197.4,20.0,342.7
203.1,20.0,329.5
208.7,20.0,340.8
214.4,20.0,323.6
220.0,20.0,319.5
0.0,21.2,347.4
5.6,21.2,350.5
11.3,21.2,332.3
16.9,21.2,337.4
22.6,21.2,325.3
28.2,21.2,335.1
33.8,21.2,343.8
39.5,21.2,336.0
45.1,21.2,332.2
50.8,21.2,325.4
56.4,21.2,339.5
62.1,21.2,342.6
67.7,21.2,340.3
73.3,21.2,336.3
79.0,21.2,321.9
84.6,21.2,343.2
90.3,21.2,324.7
95.9,21.2,319.8
101.5,21.2,323.2
107.2,21.2,298.0
112.8,21.2,314.8
118.5,21.2,316.3
124.1,21.2,324.0
129.7,21.2,335.9
135.4,21.2,332.8
141.0,21.2,317.5
146.7,21.2,331.5
152.3,21.2,337.2
157.9,21.2,337.4
163.6,21.2,326.3
169.2,21.2,323.4
174.9,21.2,341.1
180.5,21.2,339.5
186.2,21.2,336.6
191.8,21.2,322.9
197.4,21.2,350.9
203.1,21.2,313.5
208.7,21.2,333.8
214.4,21.2,353.5
220.0,21.2,335.5
0.0,22.5,353.3
5.6,22.5,342.0
11.3,22.5,362.3
16.9,22.5,341.1
22.6,22.5,353.4
28.2,22.5,352.5
33.8,22.5,343.0
39.5,22.5,358.5
45.1,22.5,340.1
50.8,22.5,345.9
56.4,22.5,351.0
62.1,22.5,347.7
67.7,22.5,354.3
73.3,22.5,357.0
79.0,22.5,345.8
84.6,22.5,341.6
90.3,22.5,339.0
95.9,22.5,337.2
101.5,22.5,344.0
107.2,22.5,334.3
112.8,22.5,339.3
118.5,22.5,336.8
124.1,22.5,333.4
129.7,22.5,350.0
135.4,22.5,337.6
141.0,22.5,348.2
146.7,22.5,361.5
152.3,22.5,341.8
157.9,22.5,350.6
163.6,22.5,338.6
169.2,22.5,347.3
174.9,22.5,339.4
180.5,22.5,348.5
186.2,22.5,347.1
191.8,22.5,352.5
197.4,22.5,364.1
203.1,22.5,353.7
208.7,22.5,356.7
214.4,22.5,351.0
220.0,22.5,349.5
0.0,23.8,359.5
5.6,23.8,351.7
11.3,23.8,366.7
16.9,23.8,379.2
22.6,23.8,370.0
28.2,23.8,361.9
33.8,23.8,379.3
39.5,23.8,362.7
45.1,23.8,361.2
50.8,23.8,356.4
56.4,23.8,358.3
62.1,23.8,363.9
67.7,23.8,381.5
73.3,23.8,363.3
79.0,23.8,355.6
84.6,23.8,357.5
90.3,23.8,358.6
95.9,23.8,344.6
101.5,23.8,357.5
107.2,23.8,361.0
112.8,23.8,358.0
118.5,23.8,361.3
124.1,23.8,347.9
129.7,23.8,346.8
135.4,23.8,372.6
141.0,23.8,372.6
146.7,23.8,352.6
152.3,23.8,367.2
157.9,23.8,366.1
163.6,23.8,370.4
169.2,23.8,367.8
174.9,23.8,362.1
180.5,23.8,367.7
186.2,23.8,367.4
191.8,23.8,365.8
197.4,23.8,351.3
203.1,23.8,342.2
208.7,23.8,359.8
214.4,23.8,353.1
220.0,23.8,368.2
0.0,25.0,386.7
5.6,25.0,383.0
11.3,25.0,378.0
16.9,25.0,381.5
22.6,25.0,390.3
28.2,25.0,375.1
33.8,25.0,388.3
39.5,25.0,386.6
45.1,25.0,383.0
50.8,25.0,392.5
56.4,25.0,375.1
62.1,25.0,388.3
67.7,25.0,373.1
73.3,25.0,373.9
79.0,25.0,370.9
84.6,25.0,381.9
90.3,25.0,369.5
95.9,25.0,376.0
101.5,25.0,365.2
107.2,25.0,382.1
112.8,25.0,388.3
118.5,25.0,376.1
124.1,25.0,388.7
129.7,25.0,381.5
135.4,25.0,395.7
141.0,25.0,380.2
146.7,25.0,367.5
152.3,25.0,392.4
157.9,25.0,379.7
163.6,25.0,372.6
169.2,25.0,375.7
174.9,25.0,367.9
180.5,25.0,379.6
186.2,25.0,372.4
191.8,25.0,392.8
197.4,25.0,386.2
203.1,25.0,367.6
208.7,25.0,368.9
214.4,25.0,376.4
220.0,25.0,365.5
0.0,26.2,394.9
5.6,26.2,395.4
11.3,26.2,389.6
16.9,26.2,391.4
22.6,26.2,399.7
28.2,26.2,407.1
33.8,26.2,407.7
39.5,26.2,396.0
45.1,26.2,402.6
50.8,26.2,389.8
56.4,26.2,399.0
62.1,26.2,388.0
67.7,26.2,401.3
73.3,26.2,385.3
79.0,26.2,387.0
84.6,26.2,393.9
90.3,26.2,397.6
95.9,26.2,380.7
101.5,26.2,387.1
107.2,26.2,392.0
112.8,26.2,392.7
118.5,26.2,384.6
124.1,26.2,392.9
129.7,26.2,391.0
135.4,26.2,405.2
141.0,26.2,399.2
146.7,26.2,384.6
152.3,26.2,377.9
157.9,26.2,396.4
163.6,26.2,405.2
169.2,26.2,397.1
174.9,26.2,402.8
180.5,26.2,391.9
186.2,26.2,384.8
191.8,26.2,401.7
197.4,26.2,396.5
203.1,26.2,401.2
208.7,26.2,384.7
214.4,26.2,397.2
220.0,26.2,390.8
0.0,27.5,417.1
5.6,27.5,406.0
11.3,27.5,405.8
16.9,27.5,405.9
22.6,27.5,420.7
28.2,27.5,410.8
33.8,27.5,404.5
39.5,27.5,402.4
45.1,27.5,402.3
50.8,27.5,422.3
56.4,27.5,396.1
62.1,27.5,403.7
67.7,27.5,415.5
73.3,27.5,419.7
79.0,27.5,408.7
84.6,27.5,415.8
90.3,27.5,415.0
95.9,27.5,416.2
101.5,27.5,408.1
107.2,27.5,420.7
112.8,27.5,409.2
118.5,27.5,420.1
124.1,27.5,399.6
129.7,27.5,416.6
135.4,27.5,399.6
141.0,27.5,398.1
146.7,27.5,414.5
152.3,27.5,404.0
157.9,27.5,414.4
163.6,27.5,402.3
169.2,27.5,423.7
174.9,27.5,411.0
180.5,27.5,401.9
186.2,27.5,412.3
191.8,27.5,418.0
197.4,27.5,404.8
203.1,27.5,415.1
208.7,27.5,427.4
214.4,27.5,417.9
220.0,27.5,410.9
0.0,28.8,421.3
5.6,28.8,430.5
11.3,28.8,413.8
16.9,28.8,401.6
22.6,28.8,420.6
28.2,28.8,417.3
33.8,28.8,439.9
39.5,28.8,427.1
45.1,28.8,418.1
50.8,28.8,416.6
56.4,28.8,429.9
62.1,28.8,419.3
67.7,28.8,421.2
73.3,28.8,425.0
79.0,28.8,426.3
84.6,28.8,426.1
90.3,28.8,425.8
95.9,28.8,435.0
101.5,28.8,437.8
107.2,28.8,410.8
112.8,28.8,444.7
118.5,28.8,425.3
124.1,28.8,434.5
129.7,28.8,419.1
135.4,28.8,428.0
141.0,28.8,427.4
146.7,28.8,426.8
152.3,28.8,432.8
157.9,28.8,431.1
163.6,28.8,418.0
169.2,28.8,425.1
174.9,28.8,431.9
180.5,28.8,431.6
186.2,28.8,423.4
191.8,28.8,423.9
197.4,28.8,424.9
203.1,28.8,417.3
208.7,28.8,415.8
214.4,28.8,438.7
220.0,28.8,422.9
0.0,30.0,441.8
5.6,30.0,435.0
11.3,30.0,451.4
16.9,30.0,455.0
22.6,30.0,439.2
28.2,30.0,445.1
33.8,30.0,435.0
39.5,30.0,455.1
45.1,30.0,448.4
50.8,30.0,434.3
56.4,30.0,451.0
62.1,30.0,443.9
67.7,30.0,444.2
73.3,30.0,443.7
79.0,30.0,435.4
84.6,30.0,436.2
90.3,30.0,445.3
95.9,30.0,439.7
101.5,30.0,432.3
107.2,30.0,456.0
112.8,30.0,438.1
118.5,30.0,435.4
124.1,30.0,434.5
129.7,30.0,445.8
135.4,30.0,448.3
141.0,30.0,442.7
146.7,30.0,447.8
152.3,30.0,428.9
157.9,30.0,437.9
163.6,30.0,437.2
169.2,30.0,441.0
174.9,30.0,444.8
180.5,30.0,424.6
186.2,30.0,465.9
191.8,30.0,434.0
197.4,30.0,443.7
203.1,30.0,447.5
208.7,30.0,447.7
214.4,30.0,442.8
220.0,30.0,417.6
